city,name_chinese,name_english,address,category_2,category_1,number
San Gabriel,辣椒王,HUNAN CHILLI KING,534 E. Valley Bl. #2&3,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-7993
Camarillo,翔園餐館,HUNAN GARDEN RESTAURANT,5241 Mission Oaks Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,805-384-0689
Rosemead,毛家菜,HUNAN MAO RESTAURANT,8728 Valley Bl. #101,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-0588
Rowland Hts.,湖南小館,HUNAN RESTAURANT,1015 S. Nogales St. #131,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-8458
Monterey Park,湖南小館,HUNAN RESTAURANT,423 N. Atlantic Bl. #101,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-2039
Rosemead,大湘園,HUNAN SEAFOOD RESTAURANT,8772 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-8389
San Gabriel,湖南酒家,HUNAN STYLE RESTAURANT,529 E. Valley Bl. #108A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-0758
Westminster,,HUYNH RESTAURANT,9500 Bolsa Ave.#B&H,RESTAURANTS-CHINESE FOOD,餐飲食品,714-531-7379
Rowland Hts,,ICHI ICHI FUSHION SHABU & TEMPURA,18184 Colima Rd,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-8866
San Gabriel,皇城火鍋,IMPERIAL CRIY HOTPOT RESTAURANT,227 W. Valley Bl. #348,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-6111
Riverside,金園飯店,IMPERIAL DRAGON,8022 Limonite Ave. #111,RESTAURANTS-CHINESE FOOD,餐飲食品,951-354-2080
San Gabriel,印地安啤酒屋,INDIAN BEER HOUSE,633 S. San Gabriel Bl. #105,RESTAURANTS-CHINESE FOOD,餐飲食品,626-287-0688
El Monte,金泰麵家,J NOODLE HOUSE,9611 Garvey Ave. #126-A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-448-8835
San Gabriel,江浙小吃,J.Z. RESTAURANT INC.,727 E. Valley  Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-6182
City of Industry,泉城閣,JADE HOUSE CHINESE CUISINE,18207 E. Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-581-8695
Diamond Bar,翠園海鮮燒臘小館,JADE HOUSE SEAFOOD & BBQ RESTA,1124 S. Diamond Bar Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-861-9383
Arcadia,福記麵食專家,JADE ORIENT EXPRESS,211 Live Oaks St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-2862
Rosemead,翠園海鮮燒腊小館,JADE SEAFOOD & BBQ RESTAURANT,7808 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-573-3602
San Gabriel,爵士貓複合式餐廳,JAZZ CAT CAF'E,121 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-5200
Monterey Park,都一處燕餃麵館,JC DELI,157 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-1088
Rosemead,吉嶸風味餐廳,JI RONG RESTAURANT,8450 E. Valley Bl.#115,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-8600
San Gabriel,錦江江南名點,JIN JIANG RESTAURANT,301 W. Valley Bl. #109,RESTAURANTS-CHINESE FOOD,餐飲食品,626-308-9238
Los Angeles,錦江海鮮餐館,JIN JIANG SEAFOOD RESTAURANT,11057 Santa Monica Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-444-7171
City of Industry,台北金園排骨,JIN-YUAN PAI GU,18228 Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-1200
S. Pasadena,祥園,GOLDEN CHINA GOURMET MONDARIN & SZECHWAN CUISINE,1115 Fair Oaks Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-799-8867
Rowland Hts.,永華川菜,GOLDEN CHINA RESTAURANT,1015 S. Nogales St. #129,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-8800
Reseda,富城,GOLDEN CITY CHINESE RESTAURANT,17719 Vanowen St.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-343-2665
Monterey Park,人人海鮮酒家,GOLDEN CITY SEAFOOD RESTAURANT,108 N. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-3128
Los Angeles,人人海鮮酒家,GOLDEN CITY SEAFOOD RESTAURANT,960 N. Hill St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-253-2660
Alhambra,黃金海岸自助餐,GOLDEN COAST BUFFET,2223 W. Commonwealth Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-576-7688
Arcadia,鑫龍海鮮,GOLDEN DRAGON CHINESE RESTAURANT,411 E. Huntington Dr. #122,RESTAURANTS-CHINESE FOOD,餐飲食品,626-574-7278
Los Angeles,金龍大酒家,GOLDEN DRAGON RESTAURANT,960 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-626-2039
Northridge,金湘飯店,GOLDEN HUNAN RESTAURANT,10334 Reseda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-363-5511
Pasadena,燕京樓,GOLDEN PALACE,3681 E. Colorado Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-796-1832
Torrance,金華樓海鮮酒家,GOLDEN PHEASANT RESTAURANT,1077 W. Carson St.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-320-1030
Lakewood,金鳳凰,GOLDEN PHOENIX,4819 Paramount Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-423-8980
Hawthorne,金鳳川菜,GOLDEN PHOENIX,12033 Hawthorne Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-233-2796
Van Nuys,金滿天,GOLDEN SKY CHINESE RESTAURANT,14429 Victory Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-780-3371
San Gabriel,上流食府,GOLDEN SOUP RESTAURANT,1039 E. Valley Bl. #B201,RESTAURANTS-CHINESE FOOD,餐飲食品,626-312-9586
Rowland Hts.,蜀香門第,GOLDEN SPOON RESTAURANT,18347 COLIMA RD.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-581-8951
Covina,金鍋,GOLDEN WOK CHINESE FAST FOOD,119 N. Vincent Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-813-1280
Los Angeles,萬里香餐館,GOOD TASTE,625 W. College St. #109,RESTAURANTS-CHINESE FOOD,餐飲食品,213-628-8288
W. Covina,龍運,GRAND BUFFET,318 S. California Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-851-8699
Pomona,圓山自助餐,GRAND BUFFET,58 Rio Rancho Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-622-1203
Anaheim,鴻宴餐廳,GRAND CHINA RESTAURANT,575  W. Chapman Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-740-1888
Torrance,大中華自助餐,GRAND CHINESE BUFFET INT'L CUISINE,22901 Hawthorne Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-373-9778
Westminster,海南雞飯,GRAND HA NAN CHICKEN RICE,9550 Bolsa Ave. #115E1,RESTAURANTS-CHINESE FOOD,餐飲食品,714-531-7788
Azusa,大中國自助餐,GREAT CHINA BUFFET,485 E. Gladstone St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-815-1668
Artesia,海鮮閣大酒樓,GREAT SEAFOOD HOUSE,18329 S. Pioneer Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-860-7794
Temple City,綠島風味餐廳,GREEN ISLAND RESTAURANT,9556 Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-6788
Monterey Park,綠島風味餐廳,GREEN ISLAND RESTAURANT,500 N. Atlantic Bl. #169,RESTAURANTS-CHINESE FOOD,餐飲食品,626-289-7788
San Gabriel,綠之地帶有機中西美食,GREEN ZONE RESTAURANT,534 E. Valley Bl. #5,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-9300
Monterey Park,七星桂林米粉,GUI LIN CUISINE,138 E. Garvey Ave. #C,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-9818
Monterey Park,合合美食,H & H BOUTHERS RESTAURANT,429 W. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-569-0919
El Monte,海舫雞粉,HAI CHONG NOODLES,10990 Lower Azusa Rd. #2,RESTAURANTS-CHINESE FOOD,餐飲食品,626-448-8890
Rowland Hts.,海哥星光大道,HAIGE STAR BOULEVARD,18438 E. Colima Rd. #105,RESTAURANTS-CHINESE FOOD,餐飲食品,626-839-2438
San Gabriel,新疆風味小吃,HALAL OMAR RESTAURANT,1718 New Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-570-9778
San Gabriel,伴伴堂,HALF & HALF TEA HOUSE,120 N. San Gabriel Bl. #H,RESTAURANTS-CHINESE FOOD,餐飲食品,626-309-9387
Westminster,巧味燒臘家,HAO VI B.B.Q.,10451 Bolsa Ave. #117,RESTAURANTS-CHINESE FOOD,餐飲食品,714-531-2157
Temple City,好又來鮮魚府,HAO YOU LAI FISH HOUSE,9679 Las Tunas Dr,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-9996
Montebello,欣園餐廳,HAPPY FAMILY RESTAURNT,869 N. Wilcox Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-722-8888
Alhambra,台中港台灣綜合料理,HAPPY GARDEN,1277 E.Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-9261
Alhambra,凱悅美食,HAPPY HARBOR CUISINE,736 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-3838
Rowland Hts.,凱悅大酒樓,HAPPY HARBOR RESTAURANT,1015 S. Nogales St. #126,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-2020
San Gabriel,柳棕園美食坊,HAPPY KITCHEN,301 W. Valley Bl. #111,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-2619
Chino Hills,快樂廚房,HAPPY KITCHEN,3233 Grand Ave. #J,RESTAURANTS-CHINESE FOOD,餐飲食品,909-628-5488
Artesia,鳥巢,HAPPY NEST,18902 S. Norwalk Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-860-8843
Temple City,麵對面,HAPPY NOODLE,4815 N. El Monte Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-279-7558
Monterey Park,蝦林記,HAR LEM KEE RESTAURANT,168 E. Garvey Ave. #B,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-7299
Lomita,太湖海鮮酒家,HARBOR PALACE CHINESE SEAFOOD,1949 W. Pacific Coast Hwy.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-539-8220
Rosemead,蝦林小廚,HARLAM'S KITCHEN,8150 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-573-3929
Idyllwild,又一村,HIDDEN VILLAGE CHINESE RESTAURANT,25840 Cedar St.,RESTAURANTS-CHINESE FOOD,餐飲食品,951-659-2712
Universal City,龍蝦海鮮牛排自助餐,HILTON LOS ANGELES,555 Universal Hollywood Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-509-2030
Norwalk,好好中國餐館,HO HO CHINA RESTAURANT,11568  E. Rosecrans Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-863-2311
San Gabriel,周記美食,CHAO'S FOOD,250 W. Fairview Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-1836
Rowland Hts.,牡丹,CHEFS,19762 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-895-7745
Riverside,金港海鮮酒家,CHEN LING PALACE,9856 Magnolia Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,951-351-8511
Culver City,,CHIN CHIN CHINESE RESTAURANT,3710 S. Robertson Bl. #210,RESTAURANTS-CHINESE FOOD,餐飲食品,310-237-7013
Los Angeles,國華快餐館,CHINA BEST EXPRESS,750 W. 7th St. #115,RESTAURANTS-CHINESE FOOD,餐飲食品,213-891-9299
Rosemead,飯堂,CHINA BISTRO,8310 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-9328
Walnut,食全食美快餐,CHINA BOWL,1233 Grand Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-595-1472
Torrance,中國自助餐,CHINA BUFFET,3525 Pacific Coast Hwy.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-325-8424
Fullerton,中國自助餐,CHINA BUFFET,104 W. Orangethorpe Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-526-9188
Los Angeles,,CHINA CHEF RESTAURANT,8101-1/2 Beverly Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-653-1101
Westminster,富貴樓麵家,CHINA CHEF RESTAURANT,8924 Bolsa Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-891-8775
Stanton,天然居,CHINA FEAST RESTAURANT,12100 Beach Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-898-8933
Los Angeles,,CHINA FOOD EXPRESS,1535 S. Western Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-766-8038
Irvine,弘城魚翅海鮮酒家,CHINA GARDEN RESTAURANT,14825 Jeffrey Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,949-653-9988
Upland,中華川菜,CHINA GATE RESTAURANT,365 S. Mountain Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-982-2449
El Monte,中華自助餐,CHINA GREAT BUFFET,11860 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-575-8828
Rosemead,清真馬家館,CHINA ISLAMIC RESTAURANT,7727 E. Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-4246
Hacienda Hts.,大觀園,CHINA MANDARIN RESTAURANT,2111 S. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-968-1642
Northridge,,CHINA OLIVE SUPER BUFFET,9224 Reseda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,818-998-3688
Sunland,華宮,CHINA PALACE,8317 Foothill Bl,RESTAURANTS-CHINESE FOOD,餐飲食品,818-352-1112
Hacienda Hts.,富國餐廳,CHINA STAR CHINESE RESTAURANT,3180 S. Colima Rd. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,626-333-4611
Torrance,鴻運漁村海鮮酒家,CHINA TEA HOUSE CHINESE SEAFOOD,3314 Sepulveda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-325-6716
Hacienda Hts.,徐園,CHINA WOK FAST FOOD,15836 E. Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-330-0010
Los Angeles,高朋飯店,CHINESE FRIENDS RESTAURANT,984 N. Broadway,RESTAURANTS-CHINESE FOOD,餐飲食品,213-626-1837
Northridge,中華快餐部,CHINESE GOURMET EXPRESS,9301 Tampa Ave. #Fc7,RESTAURANTS-CHINESE FOOD,餐飲食品,818-886-3108
Chino Hills,CHINO 自助餐,CHINO BUFFET,2911 Chino Ave. #F-1,RESTAURANTS-CHINESE FOOD,餐飲食品,909-628-6628
Arcadia,御箸苑,CHOPSTICKS CHINESE CUISINE,600 E. Live Oak Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-1896
San Gabriel,重慶川菜,CHUNG KING RESTAURANT,1000 S. San Gabriel Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-0298
Monterey Park,重慶川菜,CHUNG KING RESTAURANT,206 S. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-7430
Tustin,天香樓,CHU'S WOK INN RESTAURANT,13444 Newport Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-544-7167
Rowland Hts.,三年2班,CLASS 302,1015 S. Nogales St. #125,RESTAURANTS-CHINESE FOOD,餐飲食品,626-965-5809
Monterey Park,可加麗餐館,COCARY BAR.B.Q. RESTAURANT,209 S. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-573-0691
City of Industry,可加麗餐館,COCARY BAR.B.Q. RESTAURANT,18217 E. Gale Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-839-7938
Rowland Hts,COCO一級棒咖哩屋,COCO ICHIBANYA CURRY HOUSE,1380 S. Fullerton Rd. #106,RESTAURANTS-CHINESE FOOD,餐飲食品,626-581-1999
Walnut,布織道,COFFEE BREAK CAFE,1217 Grand Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-595-0094
Montclair,金漢,COLDEN CHINA RESTAURANT,8851 Central Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,909-626-3181
Rowland Hts.,古月小館,COUNTRY BISTRO RESTAURANT,1380 S. Fullerton Rd. #105,RESTAURANTS-CHINESE FOOD,餐飲食品,626-839-9889
Arcadia,大鍋大,COZY CAFE,651 W. Duarte Rd. #B,RESTAURANTS-CHINESE FOOD,餐飲食品,626-294-2981
Fullerton,富樂頓假日皇冠酒店,CROWNE PLAZA HOTEL FULLERTON,1500 S. Raymond Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-635-9000
Temple City,大和滷味,DAI HO KITCHEN,9148 Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-291-2295
Rosemead,大連小石頭,DALIAN SMALL STONE RESTAURANT,7637 Garvey Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-3128
Monterey Park,蟹殼黃點心世界,DEAN SIN WORLD,306 N. Garfield Ave. #2,RESTAURANTS-CHINESE FOOD,餐飲食品,626-571-0636
City of Industry,鹿園餐廳,DEER FIELD RESTAURANT,167 S. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-369-6819
Monterey Park,鹿園京味小館,DEERFIELD GARDEN,130 S. Atlantic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-284-3867
Monterey Park,原味店,DELICIOUS FOOD CORNER,2327 S. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-726-0788
Monterey Park,快點心,DIM SUM EXPRESS,326 N. Garfield Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-5800
Arcadia,鼎泰豐,DIN TAI FUNG DUMPLING HOUSE,1088 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-446-8588
Arcadia,鼎泰豐,DIN TAI FUNG DUMPLING HOUSE,1108 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-574-7068
Rowland Hts.,大合滷味,DING'S GARDEN,18922 E Gale Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-0600
Monterey Park,丁胖子重慶江湖菜館,DING'S RESTAURANT,115-117 N. Lincoln Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-2211
Arcadia,豆漿大王,DOE JON STATION,46 W. Las Tunas Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-821-2088
Artesia,海豚灣,DOLPHIN BAY,17806 Pioneer Bl #103A.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-865-9901
Rowland Hts.,海豚灣,DOLPHIN BAY,19253 E. Colima Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-854-0986
Westminster,同慶菜館,DONG KHANH RESTAURANT,10451 Bolsa Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-839-1014
San Gabriel,洞庭春,DONGTING RESTAURANT,140 W. Valley Bl. #206-207,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-5918
El Monte,龍快餐,DRAGON EXPRESS CHINESE FAST FOOD,11629 Lower Azusa Rd. #B,RESTAURANTS-CHINESE FOOD,餐飲食品,626-448-3138
Moreno Valley,金園,DRAGON HOUSE,22456 Alessandro Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,951-653-9075
Riverside,金園飯店,DRAGON HOUSE,10466 Magnolia Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,951-354-2080
Rowland Hts.,一條龍北平麵點,DRAGON MARK RESTAURANT,18406 Colima Rd. #E-F,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-0356
Culver City,金龍川菜,DRAGON RESTAURANT,10814 Jefferson Bl. #I,RESTAURANTS-CHINESE FOOD,餐飲食品,310-838-9868
Arcadia,頤豐園,DUMPLING HOUSE,921 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-445-2755
Hacienda Hts.,老夫子餃子館,DUMPLING MASTER RESTAURANT,2124 S. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-369-3788
Hacienda Hts.,口品小館,EARTHEN RESTAURANT,1639 S. Azusa Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-1570
Diamond Bar,東180美食,EAST 180 CUISINES OF CHINA,23525 Palomino Dr.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-396-0180
Rosemead,慶相逢海鮮酒家,EAST GOURMET SEAFOOD RESTAURAN,8118 E. Garvey Ave. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-9128
Rowland Hts.,東方筷餐,EASTERN EXPRESS CAFE,18472 E. Colima Rd. #100,RESTAURANTS-CHINESE FOOD,餐飲食品,626-810-8130
Arcadia,丹丹桂林米粉,EIGHT CAFE,148 E. Duarte Rd.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-447-8686
San Gabriel,丹丹桂林米粉,EIGHT CAFE,140 W. Valley Bl. #203,RESTAURANTS-CHINESE FOOD,餐飲食品,626-307-1989
San Gabriel,丹丹桂林米粉,EIGHT CAFE,600 E. Valley Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-288-1158
Monterey Park,名流山莊,ELITE RESTAURANT,700 S. Atlantic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-9998
San Gabriel,彌敦閣,EMBASSY CHINESE RESTAURANT,218 S. San Gabriel Bl. #A,RESTAURANTS-CHINESE FOOD,餐飲食品,626-286-8148
Santa Ana,綠灣海鮮酒家,EMERALD BAY SEAFOOD RESTAURANT,5015 W. Edinger Ave. #V,RESTAURANTS-CHINESE FOOD,餐飲食品,714-775-5161
SAN GABRIEL,壹麵之驕,EMPEROR NOODLES,800 W. LAS TUNAS DR.#300,RESTAURANTS-CHINESE FOOD,餐飲食品,626-281-2777
Monterey Park,翠亨村大酒樓,EMPRESS HARBOR SEAFOOD RESTAURANT,111 N. Atlantic Bl. #350,RESTAURANTS-CHINESE FOOD,餐飲食品,626-300-8833
Los Angeles,漢宮大酒樓,EMPRESS PAVILION RESTAURANT,988 N. Hill St. #201,RESTAURANTS-CHINESE FOOD,餐飲食品,213-617-9898
Alhambra,菲士港式西餐,FACE CAFÉ,301 E. Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-8899
El Monte,發達餐館,FANTA CHINESE FOOD,12052 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-579-3368
Los Angeles,豐茂羊肉串,FENG MAO LAMB KEBAB,414 S. Wester Ave. #E,RESTAURANTS-CHINESE FOOD,餐飲食品,213-388-9299
Los Angeles,豐茂羊肉串,FENG MAO LAMB KEBAB,3901 W. Olympic Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,323-935-1099
Monterey Park,有營廚房,FITRITION KITCHEN,500 S. Atlantic Bl. #B,RESTAURANTS-CHINESE FOOD,餐飲食品,626-300-8068
Inglewood,花鼓樓餐廳,FLOWER DRUM RESTAURANT,4843 W. Century Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-672-8882
Diamond Bar,楓林小館,FONG LING BISTRO,1241 S. Diamond Bar Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,909-612-1768
Los Angeles,福州飯店,FOO - CHOW RESTAURANT,949 N. Hill St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-485-1294
Rosemead,口口香,FOOD CABIN,9510 Valley Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-350-0433
Lake Forest,台灣小館,FORMOSA CHINESE RESTAURANT,23702 Rockfiled Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,949-458-7125
Artesia,四季風牛排,FORMOSA RESTAURANT,18846 Norwalk Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,562-924-0366
El Monte,好彩燒臘小廚,FORTUNE B.B.Q. RESTAURANT,3948 N. Peck Rd. #7-8,RESTAURANTS-CHINESE FOOD,餐飲食品,626-350-6838
Hacienda Hts.,四海早點滷味麵點,FOUR SEA RESTAURANT,2020 S. Hacienda Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-330-3088
City Of Industry,四季新皇宮海鮮酒家,FOUR SEASONS SEAFOOD RESTAURANT,18558 Gale Ave. #128,RESTAURANTS-CHINESE FOOD,餐飲食品,626-964-8833
Rolling Hills Estates,富源樓,FU YUAN LOW,26 Peninsula Ctr. #F,RESTAURANTS-CHINESE FOOD,餐飲食品,310-541-0803
Los Angeles,漁村海鮮酒家,FULL HOUSE SEAFOOD RESTAURANT,963 N. Hill St.,RESTAURANTS-CHINESE FOOD,餐飲食品,213-617-8382
Arcadia,漁村海鮮酒家,FULL HOUSE SEAFOOD RESTAURANT,1220 S. Golden West Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-446-8222
Garden Grove,富麗華海鮮大酒樓,FURIWA CHINESE SEAFOOD RESTAURANT,13826-13828 Brookhurst St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-534-3996
Pasadena,福星川菜,FU-SHING CHINESE RESTAURANT,2960 E. Colorado Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-792-8898
Fountain Valley,成吉思汗餐廳,GENGHIS KHAN MONGOLIAN BAR-B-Q,18900 Brookhurst St.,RESTAURANTS-CHINESE FOOD,餐飲食品,714-968-4027
Monterey Park,得月樓,GIANG NAN,306 N. Garfield Ave. #A-12,RESTAURANTS-CHINESE FOOD,餐飲食品,626-573-3421
Alhambra,不見不散,GINKGO HOUSE,405 W. Main St.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-457-5907
Arcadia,上海小吃,GLOBAL EXPRESS CHINESE CUISINE,1423 S. Baldwin Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-574-8055
Rosemead,金牛美食,GOLDEN BULL NOODLE,8150 E. Garvey Ave. #117D,RESTAURANTS-CHINESE FOOD,餐飲食品,626-280-7879
Culver City,金中國飯店,GOLDEN CHINA,9018 Venice Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-559-0116
Rowland Hts.,阿蓮鴛鴦麻辣火鍋,AHLIER RESTAURANT,1722 Desire Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-581-4372
San Gabriel,酒菜吧,AREA DNA GRILL & BAR,250 W. Valley Bl. #P,RESTAURANTS-CHINESE FOOD,餐飲食品,626-282-9900
City of Industry,亞洲自助餐,ASIA BUFFET,18268 E. Gale Ave.,RESTAURANTS-CHINESE FOOD,餐飲食品,626-581-8292
Torrance,亞廚飯店,ASIA KITCHEN RESTAURANT,3523 W. Artesia Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,310-516-1260
Irvine,饗宴,ASIAN TAPAS,6380 Irvine Bl.,RESTAURANTS-CHINESE FOOD,餐飲食品,949-651-8999
Monterey Park,黃金閣海鮮酒樓,ATLANTIC SEAFOOD & DIMSUM RESTAURANT,500 N. Atlantic Blvd. #200,RESTAURANTS-CHINESE FOOD,餐飲食品,626-872-0388
Arcadia,黃金地,AU 79 - TEA HOUSE,815 W. Naomi Ave. #G,RESTAURANTS-CHINESE FOOD,餐飲食品,626-574-7665
